ticker,class,figi,isin,und_bench_isin,security,name,type,coupon,cpn_type,dcc,cpn_freq,days_settle,start_date,cpn_first,acc_first,maturity,mty_typ,rank,amt_out,country,currency,status,term,TTM,date,bidPrice,askPrice,accrued,bidYield,askYield,midPrice,midYield,calc_mid_price,dv01,duration,convexity,scen_dv01,scen_duration,scen_convexity
T,Govt,BBG01M44ZLG5,US91282CKH33,US91282CKH33,T 4 1/2 03/31/26,US TREASURY N/B,US GOVERNMENT,4.5,FIXED,ACT/ACT,2,1,2024-04-01,2024-09-30,2024-03-31,2026-03-31,NORMAL,Unsecured,66000.0,US,USD,ACTV,1.995893223819302,1.9767282683093772,2024-04-08,99.4531,99.4609,0.1114,4.793,4.789,99.457,4.791,99.45700000000069,1.8810781924138298,1.88924624013366,4.561689539114761,1.9239117696940866,1.9322658100561405,3.7886878061499374
T,Govt,BBG01LW4R927,US91282CKE02,US91282CKE02,T 4 1/4 03/15/27,US TREASURY N/B,US GOVERNMENT,4.25,FIXED,ACT/ACT,2,1,2024-03-15,2024-09-15,2024-03-15,2027-03-15,NORMAL,Unsecured,56000.0,US,USD,ACTV,2.9979466119096507,2.9322381930184807,2024-04-08,99.0313,99.0391,0.289,4.606,4.603,99.0352,4.6045,99.03519999999591,2.729206235566078,2.7477833717310425,9.145758122089557,2.743092977382844,2.761764637695619,7.831007906133891
T,Govt,BBG01M44ZQJ1,US91282CKG59,US91282CKG59,T 4 1/8 03/31/29,US TREASURY N/B,US GOVERNMENT,4.125,FIXED,ACT/ACT,2,1,2024-04-01,2024-09-30,2024-03-31,2029-03-31,NORMAL,Unsecured,67000.0,US,USD,ACTV,4.996577686516085,4.97741273100616,2024-04-08,98.6406,98.6484,0.1016,4.432,4.43,98.6445,4.431,98.64450000001796,4.430112243925098,4.486374319779122,23.5224511415703,4.508634222956687,4.565893521747113,21.766399939338044
T,Govt,BBG01M44ZS07,US91282CKF76,US91282CKF76,T 4 1/8 03/31/31,US TREASURY N/B,US GOVERNMENT,4.125,FIXED,ACT/ACT,2,1,2024-04-01,2024-09-30,2024-03-31,2031-03-31,NORMAL,Unsecured,43000.0,US,USD,ACTV,6.995208761122519,6.976043805612594,2024-04-08,98.1563,98.1719,0.1015,4.435,4.432,98.16409999999999,4.4335,98.16409999999611,5.928043150663821,6.0326778715220755,42.557796407023,6.037562606604752,6.144130433786573,40.222328365757676
T,Govt,BBG01L8YJFB3,US91282CJZ59,US91282CJZ59,T 4 02/15/34,US TREASURY N/B,US GOVERNMENT,4.0,FIXED,ACT/ACT,2,1,2024-02-15,2024-08-15,2024-02-15,2034-02-15,NORMAL,Unsecured,84104.0,US,USD,ACTV,10.001368925393566,9.856262833675565,2024-04-08,96.6406,96.6719,0.59375,4.424,4.42,96.65625,4.422000000000001,96.65625000000084,7.799071048603181,8.0196386514869,76.81437514673223,7.917630201025361,8.141550806835546,72.67682099154626
T,Govt,BBG01LK8Y0L1,US912810TZ12,US912810TZ12,T 4 1/2 02/15/44,US TREASURY N/B,US GOVERNMENT,4.5,FIXED,ACT/ACT,2,1,2024-02-29,2024-08-15,2024-02-15,2044-02-15,NORMAL,Unsecured,29684.0,US,USD,ACTV,19.96167008898015,19.854893908281998,2024-04-08,97.9531,97.9844,0.66795,4.659,4.656,97.96875,4.6575,97.9687499999668,12.657385847046141,12.83237680965737,220.1099193719401,12.914459538227163,13.09300459749195,217.58831660179112
T,Govt,BBG01L8YJKX8,US912810TX63,US912810TX63,T 4 1/4 02/15/54,US TREASURY N/B,US GOVERNMENT,4.25,FIXED,ACT/ACT,2,1,2024-02-15,2024-08-15,2024-02-15,2054-02-15,NORMAL,Unsecured,48836.0,US,USD,ACTV,30.001368925393567,29.856262833675565,2024-04-08,95.1094,95.125,0.6308,4.551,4.55,95.1172,4.5504999999999995,95.1172000000056,15.311772610207553,15.991792480525982,375.3973479204799,16.04829433308339,16.761024289897147,378.9588387661525
